AppID,AppDescription,AppPermission
com.amazon.atozm,"Amazon A to Z gives you access to all the tools to manage your work-life at Amazon. Use the app to manage your profile information, submit time off requests, check your schedule, claim extra shifts, see the latest news, and more.
 
Getting started:
 
• As an Amazon hourly Associate, download the A to Z app
• Login with your Amazon login credentials (not your personal Amazon account)
• Update your profile if needed with your phone number and emergency contact
• Verify your direct deposit information
• Configure your notification preferences to stay in the know
 
After getting the basics out of the way, A to Z will be your portal to everything from schedule management to getting your Amazon.com discount code.
 
Feature highlights:
 
• Time: submit time off requests, check your accrual balances, and claim voluntary extra time or time off 
• Schedule: view in/out times, upcoming shifts, and calendar
• Pay: view pay, tax, and direct deposit information
• News: stay up to date with the latest happenings internal to Amazon
• Profile: update personal information, emergency contacts, and view your Amazon.com discount code
• Resources: visit several other employee resources for new jobs, retirement planning, learning management, and more

By using this app, you agree to the applicable Amazon Conditions of Use (http://www.amazon.com/conditionsofuse) and Privacy Notice (http://www.amazon.com/privacy) for your country. Links to these terms and notices can be found in the footer of your local Amazon homepage.","approximate location (network-based),precise location (GPS and network-based),read the contents of your USB storage,modify or delete the contents of your USB storage,read the contents of your USB storage,modify or delete the contents of your USB storage,take pictures and videos,record audio,view Wi-Fi connections,view network connections,full network access,run at startup,draw over other apps,control vibration,prevent device from sleeping"
com.amazon.phseven.prod,"Amazon Care is a benefit available for eligible Amazon employees and their families in WA state. Amazon Care makes it easy to access high-quality virtual and in-person care that is built around you, your life, and your schedule. Connect with our clinicians for primary and urgent care services. Your Care Team includes a dedicated group of doctors, nurse practitioners and registered nurses. You’ll continue to see them when you visit with us to care for you and your family.

Download the app to connect with clinicians available for virtual care in minutes, 24/7, 365 days a year.

Amazon Care can help with:
• General health advice
• Preventive care
• Stress management 
• Chronic conditions
• Urgent care
• Lifestyle and wellness
• And more

Through the Amazon Care app, you can access:
• On-demand care or scheduled visits
• Care Chat: Chat in-app with a clinician for advice on any health topic.
• Video Care: Connect face to face with a clinician in minutes for your care needs. Receive prescriptions and referrals from a provider when you need them.
• Visit summaries and history you can follow up on with your clinician

In Greater Seattle:
• In-Person Mobile Care:  Care comes to you via mobile nursing staff when you need additional tests, immunizations, blood draws, and more. 
• Care Courier: Prescription delivery right to your door. 

Visit https://amazon.care/ to learn more about our services.","take pictures and videos,read the contents of your USB storage,modify or delete the contents of your USB storage,add or remove accounts,find accounts on the device,approximate location (network-based),precise location (GPS and network-based),find accounts on the device,record audio,view Wi-Fi connections,add or modify calendar events and send email to guests without owners' knowledge,read calendar events plus confidential information,read the contents of your USB storage,modify or delete the contents of your USB storage,read phone status and identity,read phone status and identity,full network access,create accounts and set passwords,connect and disconnect from Wi-Fi,use accounts on the device,control vibration,change your audio settings,view network connections,draw over other apps,prevent device from sleeping,run at startup,pair with Bluetooth devices"
amazon.speech.sim,"Amazon Alexa - Show Mode for Lenovo lets you access ""Show Mode"", a full screen experience where Alexa can show music, video, news, alarms, calendars, timers, reminders, weather, and much more. Whether you are holding your Smart Tab tablet or place it in the Bluetooth-enabled Smart Dock, you can use Alexa to control your tablet with just your voice.

Amazon Alexa - Show Mode for Lenovo is designed for use with Lenovo's Smart Tab with Amazon Alexa. For the best experience, please update your Default Voice Assistant to ""Amazon Alexa Show Mode for Lenovo"" via the tablet's settings.","record audio,read phone status and identity,directly call phone numbers,modify or delete the contents of your USB storage,read the contents of your USB storage,add or remove accounts,find accounts on the device,view Wi-Fi connections,read your contacts,find accounts on the device,modify or delete the contents of your USB storage,read the contents of your USB storage,read phone status and identity,precise location (GPS and network-based),approximate location (network-based),take pictures and videos,retrieve system internal state,retrieve running apps,change your audio settings,use accounts on the device,create accounts and set passwords,connect and disconnect from Wi-Fi,prevent device from sleeping,access Bluetooth settings,modify system settings,disable your screen lock,change network connectivity,run at startup,set wallpaper,full network access,view network connections,reorder running apps,pair with Bluetooth devices,draw over other apps,control vibration"
com.amazon.ziggy.android,"With Amazon Music for Artists, instantly know how your fans are listening to your music. Monitor trends or dive deep into the data. Be armed with the knowledge you need to take your marketing into its next phase. 

 From the app you can:

- View your music’s overall performance
- Learn how you trend on Alexa with voice reporting and our Daily Voice Index
- Find out where your listeners are with location insights
- Discover a world of Fans and Superfans
- Know where your songs are streaming across thousands of curated playlists and stations on Amazon Music.
- Update your artist images
- View real-time stats about your music’s performance and audience engagement
- Connect your Twitch account and bring livestreams to more fans in the Amazon Music app



 More features coming soon! 

 Once the app is downloaded, head to our artist website to learn everything you need to know about navigating to success on Amazon including opportunities, best practices, FAQs and more: 
https://artists.amazonmusic.com

 Follow us on Instagram: https://www.instagram.com/amazonmusicforartists","view Wi-Fi connections,add or remove accounts,find accounts on the device,read the contents of your USB storage,modify or delete the contents of your USB storage,take pictures and videos,read phone status and identity,record audio,read phone status and identity,find accounts on the device,read the contents of your USB storage,modify or delete the contents of your USB storage,full network access,create accounts and set passwords,use accounts on the device,view network connections,draw over other apps,prevent device from sleeping,Google Play license check,change your audio settings"
com.amazon.muse,"GameOn mobile game recorder and challenge app is here to change your gaming experience once and for all. Record gameplay, funny moments, achievements, and walkthroughs in your mobile games and share your clips with friends and followers on multiple services!

GameOn by Amazon is a free video clip maker integrated with over 1,000 games on the Android operating system. The app is used to create and edit video on a wide range of top-ranking mobile games, including PUBG Mobile, Crossy Road, Gardenscapes, Fishdom, Angry Birds 2, Final Fantasy Brave Exvius, War Robots, Property Brothers Home Design and many other free mobile games popular all over the world. Use this game recorder to create amazing videos and instantly share best game moments with friends!

KEEP IT SHORT, KEEP IT FUN

GameOn is more than just a recording app – it’s rather a video arcade that lets you showcase your top skills and funniest moments in your favorite mobile games. Simply upload them to GameOn or share your clips on various social media services.

• Record gameplay - create short videos 30 seconds to 5 minutes long.
• Record any game footage you want with GameOn free screen recorder: highlights, fails, wow moments, tips and tricks, etc.
• Use the screen recorder with Facecam to add a personal feel to your clip.
• Share your recordings via social media services or by sending direct links to friends.

PERSONALIZE GAME CLIPS FOR MAXIMUM FUN

• Enable the video recording app and save your HD videos at any moment during the game.
• Two modes of recording: Recall Recording saves your last 30 seconds to 5 minutes and Classic Recording saves up to 5 minutes. 
• Use selfie camera to personalize your clips with a selfie video at the beginning or end of your recording.
• Edit your clip using this capture app to keep only the important stuff in it.
• A simple video editor you can use anywhere and anytime.
• Over 1,000 free mobile games on the Android operating system available for display recorder.
• Show off your best clips in mobile games, offline games, online games, and multiplayer games.

MORE THAN JUST VIDEO RECORDING APP

• Weekly challenges.
• Submit your gameplay video recordings to get votes and views.
• Be creative, record screen, and generate unique gameplay videos, selfie reactions, and commentary clips to create engaging content.
• Watch game recordings of other users that share videos on GameOn.
• Show off your gaming skills, tips, and tricks with your friends and followers.

Download GameOn today for free and start creating your own unique gaming video content! GameOn… or it didn’t happen.

By using this app, you agree to Amazon’s Conditions of Use (www.amazon.com/conditionsofuse), Privacy Notice (www.amazon.com/privacy) and GameOn’s Terms of Service (https://gameon.amazon.com/support-page/terms-of-service).","take pictures and videos,record audio,read the contents of your USB storage,modify or delete the contents of your USB storage,view Wi-Fi connections,find accounts on the device,read phone status and identity,read phone status and identity,add or remove accounts,find accounts on the device,read the contents of your USB storage,modify or delete the contents of your USB storage,view network connections,draw over other apps,prevent device from sleeping,run at startup,full network access,create accounts and set passwords,use accounts on the device"
com.amazon.relay,"Amazon Relay helps truck drivers haul Amazon loads efficiently by guiding them on where to go, when to get there, and provides gate information for faster gate entry.
 
Drivers invited by their carriers get added benefits, such as visibility to executed loads (Load History), ability to report delays and disruptions through the app, and recently launched, free, commercial navigation which will direct you to the Amazon truck entrance instead of the front door.
 
Features for drivers invited by their carrier include:

* Free  commercial navigation will route you on the best truck-friendly route
* Notifications  when a load is ready for pick up, load is cancelled, and when a load is  added to your schedule
* Load  History to view the last two weeks of loads you’ve hauled for Amazon
* Report  a delay or disruption through the app, to your dispatcher and Amazon
* Image  Proof of Delivery and Bills of Lading","take pictures and videos,read the contents of your USB storage,modify or delete the contents of your USB storage,approximate location (network-based),precise location (GPS and network-based),view Wi-Fi connections,find accounts on the device,read phone status and identity,read phone status and identity,add or remove accounts,find accounts on the device,read the contents of your USB storage,modify or delete the contents of your USB storage,view network connections,prevent device from sleeping,run at startup,full network access,create accounts and set passwords,control vibration,use accounts on the device"
com.amazon.windowshop,"With the Amazon app for Android tablets you can easily search across Amazon’s catalog of millions of products to quickly find what you are looking for, browse and shop by department, and check out lightning deals and deals of the day.  Product detail pages provide useful product information and allow you to read and write product reviews or share products with friends.

Enjoy features built especially for tablets, including a fun new way to set aside items – press and hold on any product image and fling it to the bottom of the screen. The items are saved in a tray that is available to you throughout the entire app, making it easy for you to get to your set aside items with one tap.

All purchases made on the Amazon app for Android Tablets are routed through Amazon's secure servers just as they are on the web.  And just like the web experience, Android app customers enjoy the same functionalities of the Amazon Shopping Cart, Wish Lists, order history, payment and Amazon Prime member shipping options, and 1-Click settings.  Customers are able to shop any of Amazon's sites around the world from a single app.

** The current release supports Android tablets that are 7"" to 10"" with resolutions from 600x1024 to 1600x2560 with Android OS 7.0 and up.

Permissions:
On Android devices with GPS, we access location information only so that we can provide customers with the option to send packages to a nearby Amazon Locker (a feature only available in the US and UK currently).  On Android devices with both WiFi and cellular radios, we access the phone only to determine which radio to use depending on the strength of signal. On WiFi only products, this permission isn't applicable, but Android's security model requires us to ask on all installations. In order to securely send and receive push notifications on your device (should you choose to do so), we need to use the following permissions: ""Receive data from Internet"" and ""Prevent tablet from sleeping"". We require “Read Contacts” permission to make it easier for you to find and invite friends from your phone address book.

* Microphone access: search Amazon catalogue of products using your voice.

* Install Shortcut & Read Settings: Used to create a shortcut icon for Amazon Cash if customers choose to have one.","take pictures and videos,modify or delete the contents of your USB storage,read the contents of your USB storage,modify or delete the contents of your USB storage,read the contents of your USB storage,approximate location (network-based),precise location (GPS and network-based),record audio,view Wi-Fi connections,read your contacts,find accounts on the device,add or remove accounts,find accounts on the device,access Bluetooth settings,install shortcuts,pair with Bluetooth devices,create accounts and set passwords,prevent device from sleeping,connect and disconnect from Wi-Fi,view network connections,use accounts on the device,control vibration,change your audio settings,full network access"
com.amazon.drive,"Amazon Drive provides easy access to the documents, music, photos and videos that you have stored in Amazon Drive. Store your important files in Amazon Drive and keep them secure even if your Android is lost or damaged. Upload your content to Amazon Drive from any computer and preview, share and enjoy it on all your devices. 

Features:
– Upload photos, videos, documents and other files from your Android device
– Access all the content you have stored in Amazon Drive, no matter what device it came from
– Preview photos, videos, PDF, text and Word documents
– Create folders and move files between them
– Search for, rename and delete files and folders
– Download files to your Android
– Share files as links and attachments through email, text message and other apps","find accounts on the device,add or remove accounts,find accounts on the device,read the contents of your USB storage,modify or delete the contents of your USB storage,read the contents of your USB storage,modify or delete the contents of your USB storage,view network connections,create accounts and set passwords,full network access,read sync settings,use accounts on the device,prevent device from sleeping,toggle sync on and off"
com.amazon.aws.honeycode,"Get ready to manage work more effectively with your team. The Amazon Honeycode app gives you access to your custom business apps built on Honeycode so you can do your work– anytime, anywhere. Use Honeycode for project management, customer tracking, resource management, approval workflows, and operations monitoring. 

* View & edit data for work – You can access data for your projects from anywhere using the Honeycode app. Search for data, edit existing data, or add new data that you or your teammates can instantly see from their Honeycode app.
* Get notified about updates – You can get mobile or email notifications whenever there are updates to your work so you can quickly respond and move your project forward. 
* Collaborate on work with teammates– The apps you build with Honeycode work best when teams work together. When teammates also have the Honeycode app, you can work from the same set of data.

NOTE: This app lets you use custom apps that were built with Honeycode or were shared with you. Honeycode is a service that allows you and your team to build custom business apps without programming. If you don’t have a Honeycode account, simply create one and log in to Honeycode from a desktop web browser to get started.","view Wi-Fi connections,run at startup,view network connections,control vibration,full network access,prevent device from sleeping"
com.amazon.worklink,"Amazon WorkLink is a fully managed, cloud-based service that enables secure, one-click access to internal company websites and apps from your mobile device. With Amazon WorkLink, you can access internal websites as seamlessly as you access any other website. Amazon WorkLink works behind the scenes to authenticate your access and sends content securely to your device. Data is never stored by the browser on your phone, and all cached content is deleted from AWS when you end your browsing session. To get started with Amazon WorkLink, download the app to your mobile device, and enjoy one-click access to your favorite company sites from Google Chrome.","view network connections,full network access,run at startup"
com.amazonaws.iotbutton,"The AWS IoT Button is an easy way to get started with the Internet of Things. Based on the Amazon Dash button hardware, the AWS IoT Button is a developer kit that can be programmed to control Internet-connected devices and services. This programmable Wi-Fi button is designed to help developers get started with AWS IoT, AWS Lambda and other Amazon Web Services.

Fast provisioning and set-up

This app walks you through a few easy steps to get your AWS IoT Button up and running: (1) Register - create the resources required for your Button to send messages to AWS IoT, (2) Configure - upload security credentials to your Button and connect it to your Wi-Fi network, and (3) Set Button action - use Lambda functions to trigger events in the Cloud. 

Easy to use
-	Manage multiple Buttons
-	Quickly reconfigure the Button to connect to locally available Wi-Fi
-	Create a new AWS Lambda function from a blueprint or use one you developed on the AWS Console
-	Scan the Button's barcode so you don't need to type the Device Serial Number out by hand
-	Name your Buttons

Visit us at https://aws.amazon.com/iotbutton

Twitter: #awsiotbutton","take pictures and videos,view Wi-Fi connections,approximate location (network-based),precise location (GPS and network-based),access Bluetooth settings,pair with Bluetooth devices,connect and disconnect from Wi-Fi,view network connections,full network access"
com.amazon.zocalo,"Amazon WorkDocs delivers secure enterprise storage and sharing with strong administrative controls and innovative markup capabilities that improve employee productivity. The Amazon WorkDocs Android client allows access anywhere to your work documents. You need to have an Amazon WorkDocs account in order to use this app.

Features:

• Easy Sharing
• Simple Collaboration
• Access from any Device
• Fully Managed
• Secure","read the contents of your USB storage,modify or delete the contents of your USB storage,read the contents of your USB storage,modify or delete the contents of your USB storage,view network connections,full network access,prevent device from sleeping"
com.amazon.ihm.richard,"Get the Amazon Go app to shop at Amazon Go, a new kind of store featuring Just Walk Out Shopping. No lines, no checkout—just grab and go!

How it Works:
•    Download the Amazon Go app and sign in before you visit the store. Use the app to enter, then shop and browse as you normally would. 
•    When you’re done shopping, you can just leave the store. A little later, we’ll send you a receipt and charge your Amazon account. 

What We Sell:
•    We offer delicious ready-to-eat breakfast, lunch, dinner, and snack options made by our chefs and favorite local kitchens and bakeries. 
•    For a quick home-cooked dinner, pick up one of our chef-designed Amazon Meal Kits, with all the ingredients you need to make a meal for two in about 30 minutes.","find accounts on the device,add or remove accounts,find accounts on the device,approximate location (network-based),precise location (GPS and network-based),view Wi-Fi connections,view network connections,create accounts and set passwords,full network access,run at startup,use accounts on the device,control vibration,prevent device from sleeping"
com.amazonaws.oneclick,"With AWS IoT 1-Click, it is easy to trigger a Lambda function from one of our supported ready-to-use IoT devices. This app allows you to claim devices you purchased into your account and configure them.

Learn more at https://aws.amazon.com/iot-1-click/.","view Wi-Fi connections,take pictures and videos,approximate location (network-based),precise location (GPS and network-based),view network connections,full network access,connect and disconnect from Wi-Fi,pair with Bluetooth devices,control vibration,access Bluetooth settings"
com.amazonaws.quicksight.mobile,"The QuickSight mobile app gives instant access to your data and insights for you to make decisions on the go.
 
-          Browse, search and interact with your dashboards
-          Add dashboards to Favorites for quick and easy access
-          Explore your data with drill downs, filtering and more

Amazon QuickSight is a fast, cloud-powered business intelligence service that makes it easy to deliver insights to everyone in your organization. As a fully managed service, QuickSight lets you easily create and publish interactive dashboards that include ML Insights. Dashboards can then be accessed from any device, and embedded into your applications, portals, and websites.
 
Sign up for a free Amazon QuickSight account by visiting our website.","view network connections,full network access,prevent device from sleeping,control vibration"
com.amazon.technician.android,"This app is for business owners registered to sell services to Amazon customers, as well as technicians approved to do the work. To use this app your business should be registered with Selling Services on Amazon, and will need your Seller Central login ID and password. To apply to sell your business’s services on Amazon, visit https://go.amazonservices.com/applytosellservicesapp.html.  

With the Selling Services on Amazon app, you can review service requests, communicate with customers, confirm appointments, complete jobs, and much more. Selling Services on Amazon provides actual jobs and easy-to-use tools, such as this app, so you can focus on what you do best—delighting customers.

Benefits of Selling Services on Amazon:
•	Access to Amazon customers: Showcase your services to the wide base of Amazon shoppers, right in your neighborhood, who are looking for services like yours.
•	 High-rated pros only: This program is invitation-only, so you’ll only compete with top-rated pros, instead of every other service professional in town.
•	 No up-front costs: There’s no charge to sign up and no charge to list your services. And, best of all, you’ll only pay us when you get paid.
•	No lead fees: Don’t waste time chasing leads. When you sell your services on Amazon, you’ll get actual orders directly from customers.","find accounts on the device,add or remove accounts,find accounts on the device,approximate location (network-based),precise location (GPS and network-based),read the contents of your USB storage,modify or delete the contents of your USB storage,read the contents of your USB storage,modify or delete the contents of your USB storage,take pictures and videos,view network connections,create accounts and set passwords,full network access,use accounts on the device,control vibration,prevent device from sleeping"
com.amazon.a9.showcase,"With Amazon Product Preview, you can choose any TV in the app and preview it in your own room.  The Phab 2 Pro will display the TV you choose in accurate scale as if it was right in front of you.  Once you find a TV that fits, you can click the 'see more' button to get additional information and purchase within the Amazon app.

PRODUCT FEATURES:
-	Easily find the product you want to preview: Use the menu on the left of the screen to quickly filter by brand, size, and price.  
-Point the camera on your phone at any surface and then tap the screen to see how it will look in your space. .
-	While previewing the TV you can:
        o 	Freeze the camera view
        o	Save a screenshot of the camera view to share with others
-	Purchase any of the supported TVs on the Amazon app by clicking on the “See More” button on the bottom of the screen.","read the contents of your USB storage,modify or delete the contents of your USB storage,read the contents of your USB storage,modify or delete the contents of your USB storage,take pictures and videos,view network connections,full network access,prevent device from sleeping"
com.amazon.workspaces,"Amazon WorkSpaces App is used to connect to an Amazon WorkSpace – a cloud desktop that you can use for your day-to-day business tasks such as editing documents, accessing web applications, and sending/receiving company email. You need an existing Amazon WorkSpaces account to use this app. To learn more about Amazon WorkSpaces and setting up your own account, visit https://aws.amazon.com/workspaces/.","read the contents of your USB storage,modify or delete the contents of your USB storage,record audio,read the contents of your USB storage,modify or delete the contents of your USB storage,add or remove accounts,find accounts on the device,find accounts on the device,read phone status and identity,read phone status and identity,view network connections,full network access,prevent device from sleeping,create accounts and set passwords,use accounts on the device"
com.amazonaws.buttonwifi,"This simple app enables users to configure Wi-Fi on an AWS IoT Button. It does not program the Button. To learn more about the AWS IoT Button, how to program it or order one: https://aws.amazon.com/iotbutton/getting-started/","approximate location (network-based),precise location (GPS and network-based),take pictures and videos,view Wi-Fi connections,view network connections,pair with Bluetooth devices,access Bluetooth settings,connect and disconnect from Wi-Fi,full network access,control vibration"
com.amazon.enterprise.access.android,"Employee portal for Amazon and Amazon subsidiaries.

Use of this app is subject to the Terms of Use available at: https://aea.amazon-corp.com/mobile/android/tou.html","run at startup,view network connections,read Google service configuration,full network access,prevent device from sleeping"
com.amazon.tails,"The Luna Controller app allows you to set up and manage your Luna Controllers.

With the Luna Controller app you can:

- Register Luna Controllers to your Amazon account
- Setup your Luna Controller to connect to wifi and enable Cloud Direct
- Manage the Cloud Direct wifi connection
- Update the software on your Luna Controllers
- Check battery status
- Switch between Cloud Direct and Bluetooth
- Get help for common troubleshooting problems

Simple to set up and use:
1. Download and install the Luna Controller app on your mobile device.
2. Power up your Luna Controller with 2 AA batteries. Press and hold the home button for 3 seconds, and an orange light will start spinning
3. Open the Luna Controller app and follow the on-screen instructions

Built for Luna: A high-performance controller designed to provide an ideal playing experience on Luna, Amazon's new cloud gaming service. Luna Controller is the best connection between Luna gamers and their games.

Cloud Direct gets to your game faster: Luna Controller uses Cloud Direct technology to connect directly to Amazon’s custom game servers when playing on Luna.

Easily switch from screen to screen: With Luna Controller you can start playing on one screen and pick up right where you left off on another. Seamlessly move between a PC, Mac, Fire TV, iPhone, or iPad. You can also play on compatible devices through Bluetooth and USB connections when you're not playing on Luna.","find accounts on the device,add or remove accounts,find accounts on the device,approximate location (network-based),precise location (GPS and network-based),read phone status and identity,view Wi-Fi connections,read phone status and identity,view network connections,create accounts and set passwords,pair with Bluetooth devices,access Bluetooth settings,connect and disconnect from Wi-Fi,full network access,use accounts on the device,prevent device from sleeping"
aws.monitron.app,"Amazon Monitron is an end-to-end system that automatically detects abnormal behavior in industrial machinery, enabling you to take proactive action on potential failures and reduce unplanned downtime.","take pictures and videos,approximate location (network-based),precise location (GPS and network-based),view network connections,prevent device from sleeping,pair with Bluetooth devices,access Bluetooth settings,control Near Field Communication,full network access,control vibration"
com.apple.android.music,"Experience music like never before. Apple Music gets you closer to the songs, albums and artists you love. Get unlimited access to millions of songs and your entire music library. All completely ad-free and available across all your devices. Try 3 months free today. There’s no commitment - cancel anytime.","read the contents of your USB storage,modify or delete the contents of your USB storage,read your contacts,read phone status and identity,read the contents of your USB storage,modify or delete the contents of your USB storage,read phone status and identity,view Wi-Fi connections,change network connectivity,run at startup,view network connections,pair with Bluetooth devices,prevent device from sleeping,change your audio settings,full network access,connect and disconnect from Wi-Fi"
com.apple.bnd,"Download the Beats app to unlock features that put you at the center of your music like never before: Now you can control your Beats products in multiple ways straight from the app. With one-touch pairing*, automatic updates, and dedicated product controls - connect to your supported Beats products in the app to get the most out of them.

Once you’re up and running, effortlessly see the battery status and access key features from the Product Card when you turn on your Beats products - no need to open the app first*.

*Location access is required to enable quick pairing and battery notification features, even when the app is running in the background




NEW BEATS FLEX

Stay connected to the world you love with all-day wireless Beats Flex earphones. In your ears or around your neck, they’re as versatile as the life you lead. With up to 12 hours of battery life, you’ll always be ready for whatever the day (or night) may bring. Enjoy rich, powerful sound with both accurate bass and low distortion across the frequency curve. Magnetic earbuds make listening that much easier with Auto-Play/Pause, playing music when they’re in your ears and pausing when they’re connected around your neck.




NEW POWERBEATS

High-performance wireless Powerbeats earphones are built to keep you moving. The adjustable, secure-fit earhooks maximize comfort and stability, while a reinforced design for sweat and water resistance lets you take it to the next level. And with up to 15 hours of listening time, you can stay charged through multiple workouts and fuel your training with powerful, balanced sound.




STILL SUPPORTING THE PILL⁺

DJ – Grab a friend and control the music from two Bluetooth® sources. 

Amplify – Add a second Beats Pill⁺ into the mix and simultaneously play from both for a sound that’s twice as full. 

Stereo – Use two Beats Pill⁺ speakers as left and right output for an even more dynamic sound experience.




ONGOING IMPROVEMENTS
 
Analytics is designed to protect your information and enable you to choose what you share. Apple collects analytics information about your Beats app and your Beats products, such as the device software versions, device rename occurrences, and device update success and fail rates, in order to improve the product. 

None of the collected information identifies you personally. The information collected will only be used by Apple to improve the quality and performance of the Beats app as well as the Beats products.","view Wi-Fi connections,precise location (GPS and network-based),pair with Bluetooth devices,prevent device from sleeping,view network connections,run at startup,control vibration,access Bluetooth settings,full network access"
com.apple.movetoios,"Everything about iOS is designed to be easy. That includes switching to it. With just a few steps, you can migrate your content automatically and securely from your Android device with the Move to iOS app. No need to save your stuff elsewhere before switching from Android. The Move to iOS app securely transfers all kinds of content for you:

Contacts
Message history
Camera photos and videos
Web bookmarks
Mail accounts
Calendars

When you choose to migrate your data, your new iPhone, iPad or iPod touch will create a private Wi-Fi network and find your nearby Android device running Move to iOS. After you enter a security code, it will begin transferring your content and put it in the right places. Just like that. Once your content has been transferred, you’re ready to get going. iOS will also set up your default mail account.  That’s it — you can start using your new iPhone, iPad or iPod touch and experiencing its endless possibilities. Enjoy.

Move to iOS is supported on all phones and tablets running Android 4.0 and later.","read your Web bookmarks and history,find accounts on the device,read calendar events plus confidential information,find accounts on the device,read your contacts,approximate location (network-based),precise location (GPS and network-based),read your text messages (SMS or MMS),read the contents of your USB storage,modify or delete the contents of your USB storage,read the contents of your USB storage,modify or delete the contents of your USB storage,view Wi-Fi connections,view network connections,change network connectivity,allow Wi-Fi Multicast reception,connect and disconnect from Wi-Fi,full network access,prevent device from sleeping"
com.apple.atve.androidtv.appletv,"Get all your favorite TV, all in one app.
Watch critically acclaimed Apple Original series and films from Apple TV+. Buy or rent new and popular movies. Subscribe to premium channels. All curated and personalized for you.

Try Apple TV+ free for 7 days. Apple TV+ features Apple Originals — award-winning series, compelling dramas, groundbreaking documentaries, kids’ entertainment, comedies, and more — with new Apple Originals added every month.

Apple TV app helps you: 

• Watch new, exclusive Apple Originals every month on Apple TV+, like Greyhound, Ted Lasso, The Morning Show, Defending Jacob, Central Park, For All Mankind, Ghostwriter, and more.

• Buy or rent new release movies or explore the catalog of over 100,000 movies and shows—including the largest selection of 4K HDR titles.

• Try Apple TV channels, including CBS All Access, SHOWTIME, Starz, Epix and more. Subscribe to just the channels you want and share with your family. Channels play on the Apple TV app ad-free, online or off—no additional apps, accounts, or passwords needed.

Apple TV app makes watching TV easier:

• Watch Now includes Up Next—your personal watchlist. It helps you quickly find and watch your favorites, plus resume what you’re already watching from the moment you left off, across all your devices.


• Easily find all of your purchased movies and shows in the Library tab. Browse by recently added, downloaded, genre, and more. 


If you subscribe to any Apple TV Channels, payment will be charged to your Apple ID account at purchase. Subscriptions automatically renew until cancelled at least 24 hours prior to the end of a billing period. Simultaneous streams are limited on a per subscription basis. The availability of Apple TV features, channels and content may vary by country or region. Manage and cancel your subscriptions by going to account settings in the Apple TV app after purchase. For the privacy policy, see: https://www.apple.com/legal/privacy/en-ww and for Apple TV app terms and conditions, visit https://www.apple.com/legal/internet-services/itunes/us/terms.html","view network connections,full network access,change your audio settings"
com.samsung.android.oneconnect,"With SmartThings, you can connect and control multiple devices quicker and easier. No matter where you are, you can monitor and control smart devices, home appliances (refrigerator, wine cellar, washer, dryer, oven range, dishwasher, cooktop, robot vacuum, air conditioner, air purifier and etc.)
, TVs, and speakers registered on the server.

[Key features]
- Remotely control and check the status of devices registered through a Wi-Fi AP.
- Group multiple devices into a Mode and control them simultaneously.
- Configure your device settings, including the time and operating conditions, and operate them automatically.
- Invite others to a location where devices are registered to enable shared control.
- The notification feature allows you to receive status information about your device.

※ SmartThings is optimized for Samsung smartphones. Some features may be limited when used with other vendors' smartphones.
※ Some features may not be available in all countries.

[App requirements]
Some mobile devices may not be supported.
- RAM size : 2GB over
- Galaxy : Smart View to support screen mirroring

※ App permissions
The following permissions are required for the app. You can use the app without optional permissions, but some functions may be limited.
 
[Required access permissions]
• Location: Find nearby devices using Bluetooth or BLE.
                    Automate actions using GPS. 
                   (GPS is optional.)

[Optional access permissions]
• Camera: Scan QR codes.
• Contacts: Verify user information that will be delivered while transferring files.
• Microphone: Used to provide voice control function using microphone.
• Storage: Save and use plugins and app data, and transfer content and files via the app.
• Phone: Check for app updates, identify the user's country, and transfer content and files via the app.","read sensitive log data,read the contents of your USB storage,modify or delete the contents of your USB storage,record audio,take pictures and videos,read your contacts,find accounts on the device,read phone status and identity,read the contents of your USB storage,modify or delete the contents of your USB storage,read phone status and identity,modify phone state,read your own contact card,find accounts on the device,view Wi-Fi connections,approximate location (network-based),precise location (GPS and network-based),connect and disconnect from Wi-Fi,install shortcuts,access Bluetooth settings,modify system settings,pair with Bluetooth devices,limit number of running processes,view network connections,prevent device from sleeping,change network connectivity,run at startup,set an alarm,change your audio settings,full network access,allow Wi-Fi Multicast reception,expand/collapse status bar,control vibration"
